timestamp,temperature,humidity,surface_radiation,upper_atmospheric_radiation,output_pv,hour,month,air_density,wind_velocity,output_wind,output_hybrid
2019-01-01 08:00:00,-19.889,0.001,82.68,209.252,257.69,8,1,1.335,6.178,1203.8,1461.49
2019-01-01 09:00:00,-19.004,0.001,149.553,345.604,530.391,9,1,1.337,6.534,1410.415,1940.806
2019-01-01 10:00:00,-17.971,0.001,193.625,430.654,871.016,10,1,1.339,6.747,1547.633,2418.649
2019-01-01 11:00:00,-17.281,0.001,203.808,458.55,1087.304,11,1,1.34,6.765,1556.072,2643.376
2019-01-01 12:00:00,-16.738,0.001,185.193,427.391,1010.161,12,1,1.342,6.606,1456.741,2466.902
2019-01-01 13:00:00,-16.442,0.001,136.653,339.301,661.584,13,1,1.344,6.167,1200.324,1861.908
2019-01-01 14:00:00,-16.69,0.001,71.312,200.286,310.551,14,1,1.346,5.536,872.979,1183.53
2019-01-01 15:00:00,-17.591,0.001,10.936,39.151,20.694,15,1,1.349,4.828,564.841,585.535
2019-01-01 16:00:00,-18.497,0.001,0.0,0.0,0.0,16,1,1.353,4.909,596.188,596.188
2019-01-01 17:00:00,-18.829,0.001,0.0,0.0,0.0,17,1,1.356,5.143,691.624,691.624
2019-01-01 18:00:00,-19.202,0.001,0.0,0.0,0.0,18,1,1.359,5.203,719.946,719.946
2019-01-01 19:00:00,-19.618,0.001,0.0,0.0,0.0,19,1,1.362,5.329,773.037,773.037
2019-01-01 20:00:00,-19.644,0.001,0.0,0.0,0.0,20,1,1.364,5.276,751.143,751.143
2019-01-01 21:00:00,-19.643,0.001,0.0,0.0,0.0,21,1,1.366,4.712,521.661,521.661
2019-01-01 22:00:00,-20.004,0.001,0.0,0.0,0.0,22,1,1.367,4.187,347.777,347.777
2019-01-01 23:00:00,-20.262,0.001,0.0,0.0,0.0,23,1,1.368,3.718,224.596,224.596
2019-01-02 00:00:00,-20.049,0.001,0.0,0.0,0.0,0,1,1.366,3.291,133.132,133.132
2019-01-02 01:00:00,-19.737,0.001,0.0,0.0,0.0,1,1,1.36,2.958,81.689,81.689
2019-01-02 02:00:00,-19.852,0.001,0.0,0.0,0.0,2,1,1.351,2.689,49.052,49.052
2019-01-02 03:00:00,-19.997,0.001,0.0,0.0,0.0,3,1,1.342,2.443,28.576,28.576
2019-01-02 04:00:00,-20.279,0.001,0.0,0.0,0.0,4,1,1.336,2.157,13.065,13.065
2019-01-02 05:00:00,-20.501,0.001,0.0,0.0,0.0,5,1,1.332,2.055,9.707,9.707
2019-01-02 06:00:00,-20.768,0.001,0.034,0.166,0.0,6,1,1.332,2.124,11.803,11.803
2019-01-02 07:00:00,-20.767,0.001,20.506,53.938,218.077,7,1,1.334,2.129,11.997,230.074
2019-01-02 08:00:00,-19.25,0.001,106.671,210.916,1492.473,8,1,1.337,2.134,12.164,1504.637
2019-01-02 09:00:00,-17.086,0.001,215.461,347.367,3056.507,9,1,1.34,3.019,88.999,3145.506
2019-01-02 10:00:00,-15.147,0.001,296.217,432.474,3492.641,10,1,1.343,4.137,335.753,3828.3940000000002
2019-01-02 11:00:00,-13.838,0.001,322.804,460.39,3499.852,11,1,1.345,4.821,562.194,4062.046
2019-01-02 12:00:00,-13.104,0.001,295.867,429.221,3383.428,12,1,1.347,5.215,722.226,4105.6539999999995
2019-01-02 13:00:00,-13.065,0.001,221.238,341.081,3035.347,13,1,1.349,5.362,787.608,3822.955
2019-01-02 14:00:00,-13.883,0.001,115.36,201.988,2163.416,14,1,1.351,5.341,778.09,2941.5060000000003
2019-01-02 15:00:00,-16.573,0.001,17.407,40.134,531.18,15,1,1.354,5.515,858.633,1389.813
2019-01-02 16:00:00,-18.531,0.001,0.0,0.001,0.0,16,1,1.357,6.178,1203.781,1203.781
2019-01-02 17:00:00,-19.09,0.001,0.0,0.0,0.0,17,1,1.359,6.259,1253.46,1253.46
2019-01-02 18:00:00,-19.132,0.001,0.0,0.0,0.0,18,1,1.361,6.246,1243.41,1243.41
2019-01-02 19:00:00,-19.135,0.001,0.0,0.0,0.0,19,1,1.363,6.211,1226.154,1226.154
2019-01-02 20:00:00,-19.023,0.001,0.0,0.0,0.0,20,1,1.365,5.977,1097.053,1097.053
2019-01-02 21:00:00,-19.043,0.001,0.0,0.0,0.0,21,1,1.366,5.81,1004.43,1004.43
2019-01-02 22:00:00,-19.292,0.001,0.0,0.0,0.0,22,1,1.366,5.288,758.601,758.601
2019-01-02 23:00:00,-19.245,0.001,0.0,0.0,0.0,23,1,1.366,5.119,681.489,681.489
2019-01-03 00:00:00,-19.479,0.001,0.0,0.0,0.0,0,1,1.363,4.572,471.904,471.904
2019-01-03 01:00:00,-19.524,0.001,0.0,0.0,0.0,1,1,1.355,4.411,420.292,420.292
2019-01-03 02:00:00,-19.821,0.001,0.0,0.0,0.0,2,1,1.345,4.266,371.82,371.82
2019-01-03 03:00:00,-19.962,0.001,0.0,0.0,0.0,3,1,1.336,4.058,310.497,310.497
2019-01-03 04:00:00,-20.106,0.001,0.0,0.0,0.0,4,1,1.329,3.663,209.676,209.676
2019-01-03 05:00:00,-20.317,0.001,0.0,0.0,0.0,5,1,1.326,3.151,109.261,109.261
2019-01-03 06:00:00,-20.467,0.001,0.042,0.189,0.0,6,1,1.325,2.946,79.664,79.664
2019-01-03 07:00:00,-20.363,0.001,23.833,55.056,452.291,7,1,1.327,2.84,65.525,517.816
2019-01-03 08:00:00,-18.576,0.001,123.948,212.739,1942.042,8,1,1.33,2.927,76.461,2018.503
2019-01-03 09:00:00,-16.211,0.001,240.516,349.286,3211.259,9,1,1.332,2.931,76.911,3288.17
2019-01-03 10:00:00,-14.107,0.001,316.778,434.462,3440.199,10,1,1.333,3.651,206.935,3647.134
2019-01-03 11:00:00,-12.565,0.001,340.951,462.405,3438.808,11,1,1.335,4.443,428.154,3866.962
2019-01-03 12:00:00,-11.826,0.001,313.078,431.218,3313.777,12,1,1.336,5.006,634.631,3948.408
2019-01-03 13:00:00,-11.8,0.001,237.003,343.034,2953.624,13,1,1.336,4.882,588.492,3542.116
2019-01-03 14:00:00,-12.716,0.001,124.872,203.855,2077.114,14,1,1.337,4.276,376.372,2453.486
2019-01-03 15:00:00,-15.926,0.001,19.287,41.226,526.256,15,1,1.338,4.025,302.365,828.621
2019-01-03 16:00:00,-17.919,0.001,0.0,0.001,0.0,16,1,1.339,4.291,381.965,381.965
2019-01-03 17:00:00,-18.623,0.001,0.0,0.0,0.0,17,1,1.34,4.646,500.95,500.95
2019-01-03 18:00:00,-19.124,0.001,0.0,0.0,0.0,18,1,1.341,5.046,655.073,655.073
2019-01-03 19:00:00,-19.491,0.001,0.0,0.0,0.0,19,1,1.341,5.558,883.458,883.458
2019-01-03 20:00:00,-19.762,0.001,0.0,0.0,0.0,20,1,1.341,6.144,1183.862,1183.862
2019-01-03 21:00:00,-19.975,0.001,0.0,0.0,0.0,21,1,1.341,6.723,1528.621,1528.621
2019-01-03 22:00:00,-20.091,0.001,0.0,0.0,0.0,22,1,1.34,7.021,1716.749,1716.749
2019-01-03 23:00:00,-20.127,0.001,0.0,0.0,0.0,23,1,1.34,7.0,1703.317,1703.317
2019-01-04 00:00:00,-18.958,0.001,0.0,0.0,0.0,0,1,1.338,6.574,1437.748,1437.748
2019-01-04 01:00:00,-17.36,0.001,0.0,0.0,0.0,1,1,1.334,5.717,958.576,958.576
2019-01-04 02:00:00,-16.507,0.001,0.0,0.0,0.0,2,1,1.328,5.125,683.955,683.955
2019-01-04 03:00:00,-16.059,0.001,0.0,0.0,0.0,3,1,1.322,4.788,553.163,553.163
2019-01-04 04:00:00,-15.815,0.001,0.0,0.0,0.0,4,1,1.319,4.897,591.611,591.611
2019-01-04 05:00:00,-15.498,0.001,0.0,0.0,0.0,5,1,1.317,5.309,767.835,767.835
2019-01-04 06:00:00,-15.513,0.001,0.035,0.218,0.0,6,1,1.318,5.706,956.381,956.381
2019-01-04 07:00:00,-15.199,0.001,13.632,56.282,2.92,7,1,1.319,5.923,1063.486,1066.4060000000002
2019-01-04 08:00:00,-14.599,0.001,72.765,214.723,102.392,8,1,1.322,5.683,940.121,1042.513
2019-01-04 09:00:00,-13.791,0.001,145.273,351.385,293.324,9,1,1.325,5.768,982.948,1276.272
2019-01-04 10:00:00,-12.917,0.001,198.601,436.617,563.503,10,1,1.328,6.51,1396.153,1959.656
2019-01-04 11:00:00,-12.343,0.001,217.455,464.588,651.591,11,1,1.33,7.488,2033.666,2685.257
2019-01-04 12:00:00,-12.295,0.001,200.135,433.386,444.405,12,1,1.333,8.004,2384.736,2829.1409999999996
2019-01-04 13:00:00,-12.423,0.001,146.341,345.15,296.063,13,1,1.335,8.094,2447.21,2743.273
2019-01-04 14:00:00,-12.689,0.001,73.088,205.876,115.851,14,1,1.337,7.912,2320.978,2436.829
2019-01-04 15:00:00,-13.244,0.001,12.41,42.427,4.105,15,1,1.34,7.942,2339.77,2343.875
2019-01-04 16:00:00,-13.719,0.001,0.0,0.002,0.0,16,1,1.343,7.821,2257.381,2257.381
2019-01-04 17:00:00,-14.083,0.001,0.0,0.0,0.0,17,1,1.347,7.569,2083.361,2083.361
2019-01-04 18:00:00,-14.547,0.001,0.0,0.0,0.0,18,1,1.35,6.849,1612.151,1612.151
2019-01-04 19:00:00,-14.963,0.001,0.0,0.0,0.0,19,1,1.353,6.351,1306.841,1306.841
2019-01-04 20:00:00,-15.372,0.001,0.0,0.0,0.0,20,1,1.355,6.367,1315.42,1315.42
2019-01-04 21:00:00,-15.926,0.001,0.0,0.0,0.0,21,1,1.357,6.427,1348.246,1348.246
2019-01-04 22:00:00,-16.378,0.001,0.0,0.0,0.0,22,1,1.359,6.06,1137.228,1137.228
2019-01-04 23:00:00,-16.884,0.001,0.0,0.0,0.0,23,1,1.361,5.721,958.982,958.982
2019-01-05 00:00:00,-17.404,0.001,0.0,0.0,0.0,0,1,1.36,5.276,751.672,751.672
2019-01-05 01:00:00,-17.641,0.001,0.0,0.0,0.0,1,1,1.355,4.868,582.97,582.97
2019-01-05 02:00:00,-17.616,0.001,0.0,0.0,0.0,2,1,1.347,4.862,578.778,578.778
2019-01-05 03:00:00,-17.551,0.001,0.0,0.0,0.0,3,1,1.341,4.853,574.46,574.46
2019-01-05 04:00:00,-17.637,0.001,0.0,0.0,0.0,4,1,1.336,4.523,455.939,455.939
2019-01-05 05:00:00,-17.723,0.001,0.0,0.0,0.0,5,1,1.333,4.651,502.885,502.885
2019-01-05 06:00:00,-17.861,0.001,0.046,0.252,0.0,6,1,1.333,4.585,476.408,476.408
2019-01-05 07:00:00,-17.903,0.001,22.681,57.625,84.176,7,1,1.335,4.615,488.151,572.327
2019-01-05 08:00:00,-17.377,0.001,116.403,216.862,598.853,8,1,1.34,4.851,573.552,1172.405
2019-01-05 09:00:00,-16.688,0.001,225.507,353.633,1182.397,9,1,1.343,5.167,701.494,1883.891
2019-01-05 10:00:00,-15.912,0.001,297.706,438.943,2060.21,10,1,1.345,5.495,849.178,2909.388
2019-01-05 11:00:00,-15.255,0.001,318.292,466.943,2228.969,11,1,1.347,5.842,1021.143,3250.112
2019-01-05 12:00:00,-14.607,0.001,291.656,435.725,2392.983,12,1,1.35,6.099,1163.755,3556.7380000000003
2019-01-05 13:00:00,-14.279,0.001,222.075,347.424,2172.411,13,1,1.351,6.323,1287.631,3460.0420000000004
2019-01-05 14:00:00,-14.649,0.001,119.476,208.06,1484.946,14,1,1.353,6.479,1383.077,2868.023
2019-01-05 15:00:00,-16.557,0.001,19.822,43.743,458.453,15,1,1.356,6.252,1246.218,1704.671
2019-01-05 16:00:00,-18.479,0.001,0.001,0.003,0.0,16,1,1.359,6.745,1546.252,1546.252
2019-01-05 17:00:00,-19.292,0.001,0.0,0.0,0.0,17,1,1.362,6.844,1605.6,1605.6
2019-01-05 18:00:00,-19.86,0.001,0.0,0.0,0.0,18,1,1.364,6.82,1587.664,1587.664
2019-01-05 19:00:00,-20.288,0.001,0.0,0.0,0.0,19,1,1.366,6.615,1462.358,1462.358
2019-01-05 20:00:00,-20.535,0.001,0.0,0.0,0.0,20,1,1.368,6.438,1357.705,1357.705
2019-01-05 21:00:00,-20.604,0.001,0.0,0.0,0.0,21,1,1.369,6.14,1181.506,1181.506
2019-01-05 22:00:00,-20.566,0.001,0.0,0.0,0.0,22,1,1.37,5.661,929.202,929.202
2019-01-05 23:00:00,-20.78,0.001,0.0,0.0,0.0,23,1,1.371,5.044,654.147,654.147
2019-01-06 00:00:00,-20.668,0.001,0.0,0.0,0.0,0,1,1.368,4.477,439.466,439.466
2019-01-06 01:00:00,-20.716,0.001,0.0,0.0,0.0,1,1,1.361,3.831,250.142,250.142
2019-01-06 02:00:00,-20.782,0.001,0.0,0.0,0.0,2,1,1.351,3.367,148.345,148.345
2019-01-06 03:00:00,-20.529,0.001,0.0,0.0,0.0,3,1,1.342,3.053,93.989,93.989
2019-01-06 04:00:00,-20.83,0.0,0.0,0.0,0.0,4,1,1.336,2.696,50.123,50.123
2019-01-06 05:00:00,-20.981,0.0,0.0,0.0,0.0,5,1,1.333,2.287,19.418,19.418
2019-01-06 06:00:00,-21.042,0.0,0.077,0.293,0.0,6,1,1.333,2.239,16.615,16.615
2019-01-06 07:00:00,-20.872,0.0,27.801,59.083,529.523,7,1,1.335,2.102,11.015,540.538
2019-01-06 08:00:00,-18.894,0.001,133.249,219.167,1870.261,8,1,1.338,1.992,7.658,1877.9189999999999
2019-01-06 09:00:00,-16.339,0.001,247.183,356.06,3207.2,9,1,1.341,2.203,15.296,3222.4959999999996
2019-01-06 10:00:00,-14.228,0.001,324.984,441.433,3529.868,10,1,1.342,2.882,70.65,3600.518
2019-01-06 11:00:00,-12.711,0.001,350.247,469.463,3521.165,11,1,1.343,3.884,266.059,3787.224
2019-01-06 12:00:00,-12.02,0.001,322.296,438.225,3397.104,12,1,1.343,4.568,470.315,3867.419
2019-01-06 13:00:00,-11.956,0.001,245.139,349.861,3048.509,13,1,1.344,4.805,559.677,3608.186
2019-01-06 14:00:00,-12.812,0.001,130.73,210.397,2201.913,14,1,1.344,4.582,475.044,2676.957
2019-01-06 15:00:00,-16.004,0.001,21.552,45.175,668.829,15,1,1.346,4.538,463.12,1131.949
2019-01-06 16:00:00,-18.1,0.001,0.001,0.004,0.0,16,1,1.348,4.651,502.994,502.994
2019-01-06 17:00:00,-18.726,0.001,0.0,0.0,0.0,17,1,1.351,4.241,364.11,364.11
2019-01-06 18:00:00,-19.154,0.001,0.0,0.0,0.0,18,1,1.353,3.864,259.235,259.235
2019-01-06 19:00:00,-19.485,0.001,0.0,0.0,0.0,19,1,1.355,3.692,216.939,216.939
2019-01-06 20:00:00,-19.768,0.001,0.0,0.0,0.0,20,1,1.357,3.584,191.887,191.887
2019-01-06 21:00:00,-20.006,0.001,0.0,0.0,0.0,21,1,1.359,3.415,156.727,156.727
2019-01-06 22:00:00,-20.221,0.001,0.0,0.0,0.0,22,1,1.36,3.23,124.003,124.003
2019-01-06 23:00:00,-20.481,0.001,0.0,0.0,0.0,23,1,1.361,3.12,105.547,105.547
2019-01-07 00:00:00,-20.724,0.001,0.0,0.0,0.0,0,1,1.359,3.008,87.44,87.44
2019-01-07 01:00:00,-20.821,0.001,0.0,0.0,0.0,1,1,1.353,3.031,90.852,90.852
2019-01-07 02:00:00,-20.781,0.001,0.0,0.0,0.0,2,1,1.343,3.264,128.387,128.387
2019-01-07 03:00:00,-20.72,0.001,0.0,0.0,0.0,3,1,1.335,3.527,179.494,179.494
2019-01-07 04:00:00,-20.718,0.001,0.0,0.0,0.0,4,1,1.33,3.597,194.86,194.86
2019-01-07 05:00:00,-20.69,0.001,0.0,0.0,0.0,5,1,1.327,3.422,158.085,158.085
2019-01-07 06:00:00,-20.714,0.0,0.089,0.341,0.0,6,1,1.327,3.237,125.078,125.078
2019-01-07 07:00:00,-20.569,0.0,26.515,60.659,296.339,7,1,1.329,2.662,46.409,342.748
2019-01-07 08:00:00,-19.155,0.001,121.464,221.62,945.02,8,1,1.332,1.999,7.86,952.88
2019-01-07 09:00:00,-17.094,0.001,229.529,358.635,2390.838,9,1,1.334,2.721,53.087,2443.925
2019-01-07 10:00:00,-15.302,0.001,302.925,444.089,3329.722,10,1,1.336,3.617,200.708,3530.4300000000003
2019-01-07 11:00:00,-14.225,0.001,323.366,472.145,3286.916,11,1,1.339,4.269,372.548,3659.464
2019-01-07 12:00:00,-13.759,0.001,291.607,440.888,2716.035,12,1,1.341,4.489,443.521,3159.556
2019-01-07 13:00:00,-13.834,0.001,214.715,352.463,1939.974,13,1,1.344,4.585,476.313,2416.287
2019-01-07 14:00:00,-14.512,0.001,110.573,212.89,854.797,14,1,1.346,4.514,451.984,1306.781
2019-01-07 15:00:00,-16.565,0.001,18.682,46.729,176.721,15,1,1.349,4.502,447.924,624.645
2019-01-07 16:00:00,-18.244,0.001,0.002,0.007,0.0,16,1,1.353,5.159,698.205,698.205
2019-01-07 17:00:00,-18.778,0.001,0.0,0.0,0.0,17,1,1.356,5.669,933.238,933.238
2019-01-07 18:00:00,-19.447,0.001,0.0,0.0,0.0,18,1,1.358,6.022,1117.788,1117.788
2019-01-07 19:00:00,-20.105,0.001,0.0,0.0,0.0,19,1,1.361,6.142,1182.732,1182.732
2019-01-07 20:00:00,-20.71,0.001,0.0,0.0,0.0,20,1,1.363,5.889,1045.767,1045.767
2019-01-07 21:00:00,-21.128,0.001,0.0,0.0,0.0,21,1,1.363,5.32,772.58,772.58
2019-01-07 22:00:00,-21.452,0.001,0.0,0.0,0.0,22,1,1.363,4.68,510.145,510.145
2019-01-07 23:00:00,-21.687,0.001,0.0,0.0,0.0,23,1,1.363,4.239,363.506,363.506
2019-01-08 00:00:00,-21.874,0.001,0.0,0.0,0.0,0,1,1.359,3.947,282.077,282.077
2019-01-08 01:00:00,-21.958,0.001,0.0,0.0,0.0,1,1,1.351,3.716,224.135,224.135
2019-01-08 02:00:00,-21.964,0.001,0.0,0.0,0.0,2,1,1.341,3.6,195.458,195.458
2019-01-08 03:00:00,-21.787,0.001,0.0,0.0,0.0,3,1,1.332,3.458,167.137,167.137
2019-01-08 04:00:00,-21.576,0.0,0.0,0.0,0.0,4,1,1.327,3.356,145.229,145.229
2019-01-08 05:00:00,-21.228,0.0,0.0,0.0,0.0,5,1,1.324,3.052,93.818,93.818
2019-01-08 06:00:00,-21.325,0.0,0.091,0.398,0.0,6,1,1.324,2.809,61.977,61.977
2019-01-08 07:00:00,-21.339,0.0,24.7,62.358,262.038,7,1,1.326,3.036,91.547,353.58500000000004
2019-01-08 08:00:00,-19.827,0.001,122.095,224.232,1178.093,8,1,1.33,3.466,168.657,1346.75
2019-01-08 09:00:00,-17.935,0.001,232.867,361.373,2232.765,9,1,1.333,4.079,316.539,2549.304
2019-01-08 10:00:00,-16.126,0.001,307.169,446.906,3208.64,10,1,1.335,4.62,491.909,3700.549
2019-01-08 11:00:00,-14.695,0.001,330.0,474.99,3667.872,11,1,1.337,5.623,910.694,4578.566
2019-01-08 12:00:00,-14.104,0.001,299.467,443.723,3600.611,12,1,1.338,6.489,1389.079,4989.69
2019-01-08 13:00:00,-14.05,0.001,226.438,355.223,3271.922,13,1,1.34,7.02,1716.59,4988.512
2019-01-08 14:00:00,-14.67,0.001,122.64,215.534,2432.572,14,1,1.341,6.969,1683.847,4116.419
2019-01-08 15:00:00,-17.227,0.001,21.701,48.408,858.05,15,1,1.342,6.702,1515.033,2373.0829999999996
2019-01-08 16:00:00,-19.077,0.001,0.002,0.01,0.0,16,1,1.343,7.464,2012.06,2012.06
2019-01-08 17:00:00,-19.659,0.001,0.0,0.0,0.0,17,1,1.343,7.941,2338.882,2338.882
2019-01-08 18:00:00,-20.051,0.001,0.0,0.0,0.0,18,1,1.343,8.42,2673.804,2673.804
2019-01-08 19:00:00,-20.269,0.001,0.0,0.0,0.0,19,1,1.343,8.58,2782.219,2782.219
2019-01-08 20:00:00,-20.332,0.001,0.0,0.0,0.0,20,1,1.343,8.559,2762.071,2762.071
2019-01-08 21:00:00,-20.377,0.001,0.0,0.0,0.0,21,1,1.341,8.423,2674.314,2674.314
2019-01-08 22:00:00,-20.376,0.001,0.0,0.0,0.0,22,1,1.339,8.325,2609.878,2609.878
2019-01-08 23:00:00,-20.38,0.001,0.0,0.0,0.0,23,1,1.337,8.141,2477.927,2477.927
2019-01-09 00:00:00,-20.525,0.001,0.0,0.0,0.0,0,1,1.332,7.973,2361.247,2361.247
2019-01-09 01:00:00,-20.691,0.001,0.0,0.0,0.0,1,1,1.323,7.879,2297.103,2297.103
2019-01-09 02:00:00,-20.88,0.001,0.0,0.0,0.0,2,1,1.312,8.051,2421.029,2421.029
2019-01-09 03:00:00,-21.036,0.001,0.0,0.0,0.0,3,1,1.302,8.232,2540.203,2540.203
2019-01-09 04:00:00,-21.041,0.001,0.0,0.0,0.0,4,1,1.295,9.88,3572.736,3572.736
2019-01-09 05:00:00,-20.703,0.001,0.0,0.0,0.0,5,1,1.292,10.881,4047.07,4047.07
2019-01-09 06:00:00,-20.461,0.001,0.096,0.466,0.0,6,1,1.291,11.362,4226.362,4226.362
2019-01-09 07:00:00,-19.918,0.001,25.226,64.179,1200.177,7,1,1.293,11.228,4179.327,5379.504
2019-01-09 08:00:00,-18.217,0.001,121.213,226.995,2694.899,8,1,1.296,10.412,3843.145,6538.044
2019-01-09 09:00:00,-16.062,0.001,226.13,364.269,3333.626,9,1,1.298,10.531,3896.443,7230.069
2019-01-09 10:00:00,-14.038,0.001,301.603,449.882,3502.723,10,1,1.299,10.003,3638.477,7141.2
2019-01-09 11:00:00,-12.487,0.001,333.744,477.997,3485.664,11,1,1.3,9.502,3361.241,6846.905000000001
2019-01-09 12:00:00,-11.41,0.001,314.025,446.71,3349.878,12,1,1.301,9.105,3117.564,6467.442
2019-01-09 13:00:00,-10.949,0.001,241.935,358.139,2998.254,13,1,1.302,8.647,2824.622,5822.876
2019-01-09 14:00:00,-11.239,0.001,131.607,218.335,2184.001,14,1,1.303,7.891,2305.122,4489.123
2019-01-09 15:00:00,-12.695,0.001,23.631,50.216,768.916,15,1,1.306,8.237,2546.888,3315.804
2019-01-09 16:00:00,-14.3,0.001,0.004,0.015,0.0,16,1,1.309,8.879,2973.246,2973.246
2019-01-09 17:00:00,-14.807,0.001,0.0,0.0,0.0,17,1,1.313,9.113,3122.54,3122.54
2019-01-09 18:00:00,-15.031,0.001,0.0,0.0,0.0,18,1,1.316,8.998,3051.09,3051.09
2019-01-09 19:00:00,-15.377,0.001,0.0,0.0,0.0,19,1,1.319,8.719,2868.765,2868.765
2019-01-09 20:00:00,-15.722,0.001,0.0,0.0,0.0,20,1,1.322,8.614,2798.266,2798.266
2019-01-09 21:00:00,-15.948,0.001,0.0,0.0,0.0,21,1,1.324,8.747,2888.599,2888.599
2019-01-09 22:00:00,-16.224,0.001,0.0,0.0,0.0,22,1,1.326,8.648,2825.792,2825.792
2019-01-09 23:00:00,-16.907,0.001,0.0,0.0,0.0,23,1,1.328,7.958,2350.513,2350.513
2019-01-10 00:00:00,-17.381,0.001,0.0,0.0,0.0,0,1,1.327,7.336,1928.214,1928.214
2019-01-10 01:00:00,-17.623,0.001,0.0,0.0,0.0,1,1,1.321,6.826,1595.198,1595.198
2019-01-10 02:00:00,-17.664,0.001,0.0,0.0,0.0,2,1,1.314,5.682,939.717,939.717
2019-01-10 03:00:00,-17.807,0.001,0.0,0.0,0.0,3,1,1.307,5.175,705.083,705.083
2019-01-10 04:00:00,-17.762,0.001,0.0,0.0,0.0,4,1,1.302,4.509,450.138,450.138
2019-01-10 05:00:00,-17.605,0.001,0.0,0.0,0.0,5,1,1.3,3.874,263.406,263.406
2019-01-10 06:00:00,-17.788,0.001,0.136,0.545,0.0,6,1,1.301,3.49,173.607,173.607
2019-01-10 07:00:00,-17.809,0.001,28.874,66.128,574.727,7,1,1.304,3.17,112.412,687.139
2019-01-10 08:00:00,-16.412,0.001,128.278,229.908,1502.857,8,1,1.308,3.248,125.866,1628.723
2019-01-10 09:00:00,-14.554,0.001,241.275,367.317,2484.349,9,1,1.311,3.141,107.652,2592.001
2019-01-10 10:00:00,-12.491,0.001,321.752,453.016,3245.711,10,1,1.313,2.877,70.007,3315.718
2019-01-10 11:00:00,-10.796,0.001,350.903,481.17,3542.265,11,1,1.315,3.476,170.679,3712.944
2019-01-10 12:00:00,-9.838,0.001,324.942,449.852,3401.984,12,1,1.317,4.275,376.149,3778.133
2019-01-10 13:00:00,-9.568,0.001,248.881,361.213,3050.592,13,1,1.318,4.629,495.091,3545.683
2019-01-10 14:00:00,-10.387,0.001,135.675,221.281,2213.075,14,1,1.319,4.744,533.283,2746.3579999999997
2019-01-10 15:00:00,-13.974,0.001,24.696,52.156,824.569,15,1,1.321,5.331,773.448,1598.0169999999998
2019-01-10 16:00:00,-16.071,0.001,0.005,0.022,0.0,16,1,1.325,5.791,999.226,999.226
2019-01-10 17:00:00,-16.839,0.001,0.0,0.0,0.0,17,1,1.328,5.892,1047.116,1047.116
2019-01-10 18:00:00,-17.406,0.001,0.0,0.0,0.0,18,1,1.33,5.855,1027.712,1027.712
2019-01-10 19:00:00,-17.864,0.001,0.0,0.0,0.0,19,1,1.332,5.699,952.284,952.284
2019-01-10 20:00:00,-18.095,0.001,0.0,0.0,0.0,20,1,1.334,5.343,779.098,779.098
2019-01-10 21:00:00,-18.077,0.001,0.0,0.0,0.0,21,1,1.336,4.744,533.292,533.292
2019-01-10 22:00:00,-17.846,0.001,0.0,0.0,0.0,22,1,1.336,3.864,259.669,259.669
2019-01-10 23:00:00,-17.639,0.001,0.0,0.0,0.0,23,1,1.336,2.927,76.377,76.377
2019-01-11 00:00:00,-17.515,0.001,0.0,0.0,0.0,0,1,1.334,2.111,11.345,11.345
2019-01-11 01:00:00,-17.327,0.001,0.0,0.0,0.0,1,1,1.328,1.404,0.581,0.581
2019-01-11 02:00:00,-17.292,0.001,0.0,0.0,0.0,2,1,1.318,0.92,0.01,0.01
2019-01-11 03:00:00,-17.503,0.001,0.0,0.0,0.0,3,1,1.308,0.816,0.003,0.003
2019-01-11 04:00:00,-17.963,0.001,0.0,0.0,0.0,4,1,1.301,0.873,0.006,0.006
2019-01-11 05:00:00,-18.356,0.001,0.0,0.0,0.0,5,1,1.298,1.04,0.045,0.045
2019-01-11 06:00:00,-18.536,0.001,0.164,0.637,0.0,6,1,1.298,1.139,0.104,0.104
2019-01-11 07:00:00,-18.285,0.001,31.545,68.206,1496.823,7,1,1.3,1.323,0.346,1497.169
2019-01-11 08:00:00,-15.758,0.001,135.306,232.977,2849.806,8,1,1.303,1.754,3.096,2852.902
2019-01-11 09:00:00,-12.565,0.001,246.511,370.525,3395.218,9,1,1.306,1.69,2.357,3397.575
2019-01-11 10:00:00,-10.072,0.001,325.252,456.308,3546.105,10,1,1.308,1.903,5.576,3551.681
2019-01-11 11:00:00,-8.54,0.001,351.556,484.491,3527.127,11,1,1.309,3.017,88.818,3615.945
2019-01-11 12:00:00,-8.028,0.001,324.157,453.157,3398.993,12,1,1.311,3.322,138.954,3537.947
2019-01-11 13:00:00,-8.27,0.001,247.538,364.431,3060.588,13,1,1.312,3.25,125.913,3186.501
2019-01-11 14:00:00,-9.631,0.001,135.211,224.377,2242.133,14,1,1.314,3.021,89.318,2331.451
2019-01-11 15:00:00,-12.941,0.001,24.954,54.232,878.746,15,1,1.315,2.914,74.683,953.429
2019-01-11 16:00:00,-14.39,0.001,0.007,0.031,0.0,16,1,1.318,3.203,119.27,119.27
2019-01-11 17:00:00,-15.007,0.001,0.0,0.0,0.0,17,1,1.32,4.089,319.394,319.394
2019-01-11 18:00:00,-15.457,0.001,0.0,0.0,0.0,18,1,1.322,5.14,690.123,690.123
